Project URL,Branch Name,Run,Cover Version,Cover Runtime (minutes),Total Lines of Code,Coverable Lines of Code,Total Pitest Mutations,Existing Test Count,Existing Line Coverage,Existing Covered Pitest Mutations,Existing Pitest Test Strength,Diffblue Test Count,Diffblue Line Coverage,Diffblue Covered Pitest Mutations,Diffblue Pitest Test Strength,Combined Line Coverage,Combined Covered Pitest Mutations,Combined Pitest Test Strength
https://github.com/Diffblue-benchmarks/spring-boot-admin,https://github.com/Diffblue-benchmarks/spring-boot-admin/tree/diffblue-baseline-2025.02.02,,2025.02.02,103.66,10609,4193,,595,84.31%,,,1198,61.34%,,,92.15%,,
